id,date,time,teensytime,record_sn,voltage,current,teensytemp,nano_value1,nano_value2,nano_value3,nano_value4,valve_state,x_pos,y_pos,alt,eu_x,eu_y,eu_z,acc_x,acc_y,acc_z,lat,lon,gps_alt
349,2025-05-13,14:00:17.400,174100000,00349,11.983,0.51,36.58,554,649,448,598,OPEN,10.87,20.52,3226.32,0.49,-1.47,0.32,-0.003,-0.009,2.12,27.705174,85.329174,3226.32
350,2025-05-13,14:00:17.450,174600000,00350,11.983,0.51,36.58,554,649,448,598,OPEN,10.87,20.52,3246.69,0.49,-1.47,0.32,-0.003,-0.009,2.12,27.705174,85.329174,3246.69
351,2025-05-13,14:00:17.500,175100000,00351,11.982,0.51,36.58,554,649,448,598,OPEN,10.88,20.52,3267.13,0.49,-1.48,0.32,-0.004,-0.009,2.11,27.705175,85.329175,3267.13
352,2025-05-13,14:00:17.550,175600000,00352,11.982,0.51,36.58,554,649,448,598,OPEN,10.88,20.53,3287.64,0.49,-1.48,0.32,-0.004,-0.009,2.11,27.705175,85.329175,3287.64
353,2025-05-13,14:00:17.600,176100000,00353,11.982,0.51,36.58,554,649,448,598,OPEN,10.88,20.53,3308.22,0.49,-1.48,0.32,-0.004,-0.009,2.11,27.705176,85.329176,3308.22
354,2025-05-13,14:00:17.650,176600000,00354,11.982,0.51,36.58,554,649,448,598,OPEN,10.88,20.53,3328.87,0.49,-1.49,0.32,-0.004,-0.009,2.11,27.705176,85.329176,3328.87
355,2025-05-13,14:00:17.700,177100000,00355,11.982,0.51,36.58,554,649,448,598,OPEN,10.88,20.53,3349.58,0.49,-1.49,0.32,-0.004,-0.009,2.11,27.705177,85.329177,3349.58
356,2025-05-13,14:00:17.750,177600000,00356,11.982,0.51,36.58,554,649,448,598,OPEN,10.89,20.53,3370.37,0.49,-1.49,0.32,-0.004,-0.009,2.1,27.705177,85.329178,3370.37
357,2025-05-13,14:00:17.800,178100000,00357,11.982,0.51,36.58,554,649,448,598,OPEN,10.89,20.53,3391.23,0.49,-1.5,0.31,-0.004,-0.009,2.1,27.705178,85.329178,3391.23
358,2025-05-13,14:00:17.850,178600000,00358,11.982,0.51,36.58,554,649,448,598,OPEN,10.89,20.54,3412.16,0.49,-1.5,0.31,-0.004,-0.009,2.1,27.705178,85.329178,3412.16
359,2025-05-13,14:00:17.900,179100000,00359,11.982,0.51,36.58,554,649,448,598,OPEN,10.89,20.54,3433.17,0.49,-1.5,0.31,-0.004,-0.009,2.1,27.705179,85.329179,3433.17
360,2025-05-13,14:00:17.950,179600000,00360,11.982,0.51,36.58,554,649,448,598,OPEN,10.9,20.54,3454.24,0.49,-1.51,0.31,-0.004,-0.009,2.1,27.705179,85.329179,3454.24
361,2025-05-13,14:00:18.000,180100000,00361,11.982,0.51,36.58,554,649,448,598,OPEN,10.9,20.54,3475.38,0.49,-1.51,0.31,-0.004,-0.009,2.09,27.70518,85.32918,3475.38
362,2025-05-13,14:00:18.050,180600000,00362,11.982,0.51,36.58,554,649,448,598,OPEN,10.9,20.54,3496.59,0.49,-1.52,0.31,-0.005,-0.009,2.09,27.70518,85.32918,3496.59
363,2025-05-13,14:00:18.100,181100000,00363,11.982,0.51,36.58,554,649,448,598,OPEN,10.9,20.54,3517.88,0.49,-1.52,0.31,-0.005,-0.009,2.09,27.705181,85.329181,3517.88
364,2025-05-13,14:00:18.150,181600000,00364,11.982,0.51,36.58,554,649,448,598,OPEN,10.91,20.54,3539.23,0.49,-1.52,0.31,-0.005,-0.009,2.09,27.705181,85.329181,3539.23
365,2025-05-13,14:00:18.200,182100000,00365,11.982,0.51,36.58,554,649,448,598,OPEN,10.91,20.55,3560.65,0.48,-1.53,0.31,-0.005,-0.009,2.08,27.705182,85.329182,3560.65
366,2025-05-13,14:00:18.250,182600000,00366,11.982,0.51,36.58,554,649,448,598,OPEN,10.91,20.55,3582.15,0.48,-1.53,0.31,-0.005,-0.009,2.08,27.705182,85.329182,3582.15
367,2025-05-13,14:00:18.300,183100000,00367,11.982,0.51,36.58,554,649,448,598,OPEN,10.91,20.55,3603.72,0.48,-1.53,0.3,-0.005,-0.009,2.08,27.705183,85.329183,3603.72
368,2025-05-13,14:00:18.350,183600000,00368,11.982,0.51,36.58,554,649,447,598,OPEN,10.92,20.55,3625.35,0.48,-1.54,0.3,-0.005,-0.009,2.08,27.705183,85.329183,3625.35
369,2025-05-13,14:00:18.400,184100000,00369,11.982,0.51,36.58,554,649,447,598,OPEN,10.92,20.55,3647.06,0.48,-1.54,0.3,-0.005,-0.009,2.08,27.705184,85.329184,3647.06
370,2025-05-13,14:00:18.450,184600000,00370,11.982,0.51,36.58,554,649,447,598,OPEN,10.92,20.55,3668.84,0.48,-1.54,0.3,-0.005,-0.009,2.07,27.705184,85.329184,3668.84
371,2025-05-13,14:00:18.500,185100000,00371,11.982,0.51,36.58,554,649,447,598,OPEN,10.93,20.55,3690.69,0.48,-1.55,0.3,-0.005,-0.008,2.07,27.705185,85.329185,3690.69
372,2025-05-13,14:00:18.550,185600000,00372,11.981,0.51,36.58,554,649,447,598,OPEN,10.93,20.56,3712.61,0.48,-1.55,0.3,-0.005,-0.008,2.07,27.705185,85.329185,3712.61
373,2025-05-13,14:00:18.600,186100000,00373,11.981,0.51,36.58,554,649,447,598,OPEN,10.93,20.56,3734.6,0.48,-1.55,0.3,-0.005,-0.008,2.07,27.705186,85.329186,3734.6
374,2025-05-13,14:00:18.650,186600000,00374,11.981,0.51,36.58,554,649,447,598,OPEN,10.93,20.56,3756.66,0.48,-1.56,0.3,-0.006,-0.008,2.07,27.705186,85.329186,3756.66
375,2025-05-13,14:00:18.700,187100000,00375,11.981,0.51,36.58,554,649,447,598,OPEN,10.94,20.56,3778.8,0.48,-1.56,0.3,-0.006,-0.008,2.06,27.705187,85.329187,3778.8
376,2025-05-13,14:00:18.750,187600000,00376,11.981,0.51,36.58,554,649,447,598,OPEN,10.94,20.56,3801.0,0.48,-1.56,0.3,-0.006,-0.008,2.06,27.705187,85.329187,3801.0
377,2025-05-13,14:00:18.800,188100000,00377,11.981,0.51,36.58,554,649,447,598,OPEN,10.94,20.56,3823.28,0.48,-1.57,0.29,-0.006,-0.008,2.06,27.705188,85.329188,3823.28
378,2025-05-13,14:00:18.850,188600000,00378,11.981,0.51,36.58,554,649,447,598,OPEN,10.94,20.57,3845.63,0.48,-1.57,0.29,-0.006,-0.008,2.06,27.705188,85.329188,3845.63
379,2025-05-13,14:00:18.900,189100000,00379,11.981,0.509,36.58,554,649,447,598,OPEN,10.95,20.57,3868.04,0.47,-1.57,0.29,-0.006,-0.008,2.06,27.705189,85.329189,3868.04
380,2025-05-13,14:00:18.950,189600000,00380,11.981,0.509,36.58,554,649,447,598,OPEN,10.95,20.57,3890.53,0.47,-1.58,0.29,-0.006,-0.008,2.05,27.705189,85.329189,3890.53
381,2025-05-13,14:00:19.000,190100000,00381,11.981,0.509,36.58,554,649,447,598,OPEN,10.95,20.57,3913.1,0.47,-1.58,0.29,-0.006,-0.008,2.05,27.70519,85.32919,3913.1
382,2025-05-13,14:00:19.050,190600000,00382,11.981,0.509,36.58,554,649,447,598,OPEN,10.95,20.57,3935.73,0.47,-1.58,0.29,-0.006,-0.008,2.05,27.70519,85.32919,3935.73
383,2025-05-13,14:00:19.100,191100000,00383,11.981,0.509,36.58,554,649,447,598,OPEN,10.96,20.57,3958.43,0.47,-1.59,0.29,-0.006,-0.008,2.05,27.705191,85.329191,3958.43
384,2025-05-13,14:00:19.150,191600000,00384,11.981,0.509,36.58,554,648,447,598,OPEN,10.96,20.57,3981.21,0.47,-1.59,0.29,-0.006,-0.008,2.05,27.705191,85.329191,3981.21
385,2025-05-13,14:00:19.200,192100000,00385,11.981,0.509,36.58,554,648,447,598,OPEN,10.96,20.58,4004.05,0.47,-1.59,0.29,-0.006,-0.008,2.04,27.705192,85.329192,4004.05
386,2025-05-13,14:00:19.250,192600000,00386,11.981,0.509,36.58,554,648,447,598,OPEN,10.96,20.58,4026.97,0.47,-1.6,0.29,-0.007,-0.008,2.04,27.705192,85.329192,4026.97
387,2025-05-13,14:00:19.300,193100000,00387,11.981,0.509,36.58,554,648,447,598,OPEN,10.96,20.58,4049.96,0.47,-1.6,0.28,-0.007,-0.008,2.04,27.705193,85.329193,4049.96
388,2025-05-13,14:00:19.350,193600000,00388,11.981,0.509,36.58,554,648,447,598,OPEN,10.97,20.58,4073.02,0.47,-1.6,0.28,-0.007,-0.007,2.04,27.705194,85.329193,4073.02
389,2025-05-13,14:00:19.400,194100000,00389,11.981,0.509,36.58,554,648,447,598,OPEN,10.97,20.58,4096.16,0.47,-1.61,0.28,-0.007,-0.007,2.04,27.705194,85.329194,4096.16
390,2025-05-13,14:00:19.450,194600000,00390,11.981,0.509,36.58,554,648,447,598,OPEN,10.97,20.58,4119.36,0.47,-1.61,0.28,-0.007,-0.007,2.03,27.705194,85.329194,4119.36
391,2025-05-13,14:00:19.500,195100000,00391,11.98,0.509,36.58,554,648,447,598,OPEN,10.97,20.59,4142.64,0.46,-1.61,0.28,-0.007,-0.007,2.03,27.705195,85.329195,4142.64
392,2025-05-13,14:00:19.550,195600000,00392,11.98,0.509,36.58,554,648,447,598,OPEN,10.98,20.59,4165.99,0.46,-1.62,0.28,-0.007,-0.007,2.03,27.705195,85.329195,4165.99
393,2025-05-13,14:00:19.600,196100000,00393,11.98,0.509,36.58,554,648,447,598,OPEN,10.98,20.59,4189.41,0.46,-1.62,0.28,-0.007,-0.007,2.03,27.705196,85.329196,4189.41
394,2025-05-13,14:00:19.650,196600000,00394,11.98,0.509,36.58,554,648,447,598,OPEN,10.98,20.59,4212.9,0.46,-1.62,0.28,-0.007,-0.007,2.03,27.705196,85.329196,4212.9
395,2025-05-13,14:00:19.700,197100000,00395,11.98,0.509,36.58,554,648,447,598,OPEN,10.98,20.59,4236.46,0.46,-1.63,0.28,-0.007,-0.007,2.02,27.705197,85.329197,4236.46
396,2025-05-13,14:00:19.750,197600000,00396,11.98,0.509,36.58,554,648,447,598,OPEN,10.99,20.59,4260.1,0.46,-1.63,0.28,-0.007,-0.007,2.02,27.705197,85.329197,4260.1
397,2025-05-13,14:00:19.800,198100000,00397,11.98,0.509,36.58,554,648,447,598,OPEN,10.99,20.59,4283.8,0.46,-1.63,0.27,-0.007,-0.007,2.02,27.705198,85.329198,4283.8
398,2025-05-13,14:00:19.850,198600000,00398,11.98,0.509,36.58,554,648,447,598,OPEN,10.99,20.6,4307.58,0.46,-1.64,0.27,-0.007,-0.007,2.02,27.705198,85.329198,4307.58
399,2025-05-13,14:00:19.900,199100000,00399,11.98,0.509,36.58,554,648,447,598,OPEN,10.99,20.6,4331.44,0.46,-1.64,0.27,-0.007,-0.007,2.01,27.705199,85.329199,4331.44
400,2025-05-13,14:00:19.950,199600000,00400,11.98,0.509,36.58,554,648,446,598,OPEN,11.0,20.6,4355.36,0.46,-1.65,0.27,-0.008,-0.007,2.01,27.705199,85.329199,4355.36
401,2025-05-13,14:00:20.000,200100000,00401,11.98,0.509,36.58,554,648,446,598,OPEN,11.0,20.6,4379.35,0.45,-1.65,0.27,-0.008,-0.007,2.01,27.7052,85.3292,4379.35
402,2025-05-13,14:00:20.050,200600000,00402,11.98,0.509,36.58,554,648,446,598,OPEN,11.0,20.6,4403.42,0.45,-1.65,0.27,-0.008,-0.006,2.01,27.7052,85.3292,4403.42
403,2025-05-13,14:00:20.100,201100000,00403,11.98,0.509,36.58,554,648,446,598,OPEN,11.01,20.6,4427.56,0.45,-1.66,0.27,-0.008,-0.006,2.01,27.705201,85.329201,4427.56
404,2025-05-13,14:00:20.150,201600000,00404,11.98,0.509,36.58,554,648,446,598,OPEN,11.01,20.6,4451.77,0.45,-1.66,0.27,-0.008,-0.006,2.0,27.705201,85.329201,4451.77
405,2025-05-13,14:00:20.200,202100000,00405,11.98,0.509,36.58,554,648,446,598,OPEN,11.01,20.61,4476.06,0.45,-1.66,0.27,-0.008,-0.006,2.0,27.705202,85.329202,4476.06
406,2025-05-13,14:00:20.250,202600000,00406,11.98,0.509,36.58,554,648,446,598,OPEN,11.01,20.61,4500.41,0.45,-1.67,0.26,-0.008,-0.006,2.0,27.705202,85.329202,4500.41
407,2025-05-13,14:00:20.300,203100000,00407,11.98,0.509,36.58,554,648,446,598,OPEN,11.02,20.61,4524.84,0.45,-1.67,0.26,-0.008,-0.006,2.0,27.705203,85.329203,4524.84
408,2025-05-13,14:00:20.350,203600000,00408,11.98,0.509,36.59,554,648,446,598,OPEN,11.02,20.61,4549.34,0.45,-1.67,0.26,-0.008,-0.006,2.0,27.705203,85.329203,4549.34
409,2025-05-13,14:00:20.400,204100000,00409,11.98,0.509,36.59,554,648,446,598,OPEN,11.02,20.61,4573.92,0.45,-1.68,0.26,-0.008,-0.006,1.99,27.705204,85.329204,4573.92
410,2025-05-13,14:00:20.450,204600000,00410,11.98,0.509,36.59,554,648,446,598,OPEN,11.02,20.61,4598.56,0.44,-1.68,0.26,-0.008,-0.006,1.99,27.705204,85.329204,4598.56
411,2025-05-13,14:00:20.500,205100000,00411,11.979,0.509,36.59,554,648,446,598,OPEN,11.03,20.61,4623.28,0.44,-1.68,0.26,-0.008,-0.006,1.99,27.705205,85.329205,4623.28
412,2025-05-13,14:00:20.550,205600000,00412,11.979,0.509,36.59,554,648,446,598,OPEN,11.03,20.62,4648.07,0.44,-1.69,0.26,-0.008,-0.006,1.99,27.705205,85.329206,4648.07
413,2025-05-13,14:00:20.600,206100000,00413,11.979,0.509,36.59,554,648,446,598,OPEN,11.03,20.62,4672.93,0.44,-1.69,0.26,-0.008,-0.006,1.99,27.705206,85.329206,4672.93
414,2025-05-13,14:00:20.650,206600000,00414,11.979,0.509,36.59,554,648,446,598,OPEN,11.03,20.62,4697.87,0.44,-1.69,0.26,-0.008,-0.006,1.98,27.705206,85.329206,4697.87
415,2025-05-13,14:00:20.700,207100000,00415,11.979,0.509,36.59,554,648,446,598,OPEN,11.04,20.62,4722.88,0.44,-1.69,0.26,-0.008,-0.005,1.98,27.705207,85.329207,4722.88
416,2025-05-13,14:00:20.750,207600000,00416,11.979,0.509,36.59,554,648,446,598,OPEN,11.04,20.62,4747.96,0.44,-1.7,0.25,-0.008,-0.005,1.98,27.705207,85.329207,4747.96
417,2025-05-13,14:00:20.800,208100000,00417,11.979,0.509,36.59,554,648,446,598,OPEN,11.04,20.62,4773.11,0.44,-1.7,0.25,-0.009,-0.005,1.98,27.705208,85.329208,4773.11
418,2025-05-13,14:00:20.850,208600000,00418,11.979,0.509,36.59,554,648,446,598,OPEN,11.04,20.63,4798.34,0.44,-1.7,0.25,-0.009,-0.005,1.98,27.705208,85.329208,4798.34
419,2025-05-13,14:00:20.900,209100000,00419,11.979,0.509,36.59,554,648,446,598,OPEN,11.04,20.63,4823.63,0.43,-1.71,0.25,-0.009,-0.005,1.98,27.705209,85.329209,4823.63
420,2025-05-13,14:00:20.950,209600000,00420,11.979,0.509,36.59,554,648,446,599,OPEN,11.05,20.63,4849.01,0.43,-1.71,0.25,-0.009,-0.005,1.97,27.705209,85.329209,4849.01
421,2025-05-13,14:00:21.000,210100000,00421,11.979,0.509,36.59,554,648,446,599,OPEN,11.05,20.63,4874.45,0.43,-1.71,0.25,-0.009,-0.005,1.97,27.70521,85.32921,4874.45
422,2025-05-13,14:00:21.050,210600000,00422,11.979,0.509,36.59,554,648,446,599,OPEN,11.05,20.63,4899.97,0.43,-1.72,0.25,-0.009,-0.005,1.97,27.70521,85.32921,4899.97
423,2025-05-13,14:00:21.100,211100000,00423,11.979,0.509,36.59,554,648,446,599,OPEN,11.05,20.63,4925.56,0.43,-1.72,0.25,-0.009,-0.005,1.97,27.705211,85.329211,4925.56
424,2025-05-13,14:00:21.150,211600000,00424,11.979,0.509,36.59,554,648,446,599,OPEN,11.06,20.63,4951.22,0.43,-1.72,0.25,-0.009,-0.005,1.97,27.705211,85.329211,4951.22
425,2025-05-13,14:00:21.200,212100000,00425,11.979,0.509,36.59,554,648,446,599,OPEN,11.06,20.64,4976.95,0.43,-1.73,0.24,-0.009,-0.005,1.96,27.705212,85.329212,4976.95
426,2025-05-13,14:00:21.250,212600000,00426,11.979,0.509,36.59,554,648,446,599,OPEN,11.06,20.64,5002.76,0.43,-1.73,0.24,-0.009,-0.004,1.96,27.705212,85.329212,5002.76
427,2025-05-13,14:00:21.300,213100000,00427,11.979,0.508,36.59,554,648,446,599,OPEN,11.06,20.64,5028.64,0.42,-1.73,0.24,-0.009,-0.004,1.96,27.705213,85.329213,5028.64
428,2025-05-13,14:00:21.350,213600000,00428,11.979,0.508,36.59,554,648,446,599,OPEN,11.07,20.64,5054.6,0.42,-1.74,0.24,-0.009,-0.004,1.96,27.705213,85.329213,5054.6
429,2025-05-13,14:00:21.400,214100000,00429,11.979,0.508,36.59,554,648,446,599,OPEN,11.07,20.64,5080.63,0.42,-1.74,0.24,-0.009,-0.004,1.96,27.705214,85.329214,5080.63
430,2025-05-13,14:00:21.450,214600000,00430,11.979,0.508,36.59,554,648,446,599,OPEN,11.07,20.64,5106.73,0.42,-1.74,0.24,-0.009,-0.004,1.95,27.705214,85.329214,5106.73
431,2025-05-13,14:00:21.500,215100000,00431,11.979,0.508,36.59,554,648,446,599,OPEN,11.07,20.64,5132.9,0.42,-1.75,0.24,-0.009,-0.004,1.95,27.705215,85.329215,5132.9
432,2025-05-13,14:00:21.550,215600000,00432,11.978,0.508,36.59,554,648,446,599,OPEN,11.08,20.65,5159.15,0.42,-1.75,0.24,-0.009,-0.004,1.95,27.705215,85.329215,5159.15
433,2025-05-13,14:00:21.600,216100000,00433,11.978,0.508,36.59,554,648,446,599,OPEN,11.08,20.65,5185.47,0.42,-1.75,0.24,-0.009,-0.004,1.95,27.705216,85.329216,5185.47
434,2025-05-13,14:00:21.650,216600000,00434,11.978,0.508,36.59,554,648,446,599,OPEN,11.08,20.65,5211.86,0.41,-1.76,0.23,-0.009,-0.004,1.95,27.705216,85.329216,5211.86
435,2025-05-13,14:00:21.700,217100000,00435,11.978,0.508,36.59,554,648,446,599,OPEN,11.09,20.65,5238.33,0.41,-1.76,0.23,-0.009,-0.004,1.94,27.705217,85.329217,5238.33
436,2025-05-13,14:00:21.750,217600000,00436,11.978,0.508,36.59,554,648,446,599,OPEN,11.09,20.65,5264.87,0.41,-1.76,0.23,-0.009,-0.004,1.94,27.705217,85.329217,5264.87
437,2025-05-13,14:00:21.800,218100000,00437,11.978,0.508,36.59,554,648,446,599,OPEN,11.09,20.65,5291.48,0.41,-1.77,0.23,-0.009,-0.003,1.94,27.705218,85.329218,5291.48
438,2025-05-13,14:00:21.850,218600000,00438,11.978,0.508,36.59,554,648,446,599,OPEN,11.09,20.66,5318.17,0.41,-1.77,0.23,-0.009,-0.003,1.94,27.705218,85.329218,5318.17
439,2025-05-13,14:00:21.900,219100000,00439,11.978,0.508,36.59,554,648,446,599,OPEN,11.1,20.66,5344.92,0.41,-1.77,0.23,-0.009,-0.003,1.94,27.705219,85.329219,5344.92
440,2025-05-13,14:00:21.950,219600000,00440,11.978,0.508,36.59,554,648,446,599,OPEN,11.1,20.66,5371.76,0.41,-1.78,0.23,-0.009,-0.003,1.93,27.705219,85.329219,5371.76
441,2025-05-13,14:00:22.000,220100000,00441,11.978,0.508,36.59,554,648,446,599,OPEN,11.1,20.66,5398.66,0.4,-1.78,0.23,-0.01,-0.003,1.93,27.70522,85.32922,5398.66
442,2025-05-13,14:00:22.050,220600000,00442,11.978,0.508,36.59,554,648,446,599,OPEN,11.1,20.66,5425.64,0.4,-1.78,0.23,-0.01,-0.003,1.93,27.70522,85.32922,5425.64
443,2025-05-13,14:00:22.100,221100000,00443,11.978,0.508,36.59,554,648,446,599,OPEN,11.11,20.66,5452.7,0.4,-1.79,0.22,-0.01,-0.003,1.93,27.705221,85.329221,5452.7
444,2025-05-13,14:00:22.150,221600000,00444,11.978,0.508,36.59,553,648,446,599,OPEN,11.11,20.66,5479.83,0.4,-1.79,0.22,-0.01,-0.003,1.93,27.705221,85.329221,5479.83
445,2025-05-13,14:00:22.200,222100000,00445,11.978,0.508,36.59,553,648,446,599,OPEN,11.11,20.67,5507.03,0.4,-1.79,0.22,-0.01,-0.003,1.92,27.705222,85.329222,5507.03
446,2025-05-13,14:00:22.250,222600000,00446,11.978,0.508,36.59,553,648,446,599,OPEN,11.11,20.67,5534.3,0.4,-1.8,0.22,-0.01,-0.003,1.92,27.705222,85.329223,5534.3
447,2025-05-13,14:00:22.300,223100000,00447,11.978,0.508,36.59,553,648,446,599,OPEN,11.12,20.67,5561.65,0.4,-1.8,0.22,-0.01,-0.002,1.92,27.705223,85.329223,5561.65
448,2025-05-13,14:00:22.350,223600000,00448,11.978,0.508,36.59,553,648,446,599,OPEN,11.12,20.67,5589.07,0.39,-1.8,0.22,-0.01,-0.002,1.92,27.705223,85.329223,5589.07
449,2025-05-13,14:00:22.400,224100000,00449,11.978,0.508,36.59,553,648,446,599,OPEN,11.12,20.67,5616.57,0.39,-1.81,0.22,-0.01,-0.002,1.92,27.705224,85.329224,5616.57
450,2025-05-13,14:00:22.450,224600000,00450,11.978,0.508,36.59,553,648,446,599,OPEN,11.12,20.67,5644.13,0.39,-1.81,0.22,-0.01,-0.002,1.91,27.705224,85.329224,5644.13
451,2025-05-13,14:00:22.500,225100000,00451,11.977,0.508,36.59,553,648,446,599,OPEN,11.12,20.68,5671.78,0.39,-1.81,0.22,-0.01,-0.002,1.91,27.705225,85.329225,5671.78
452,2025-05-13,14:00:22.550,225600000,00452,11.977,0.508,36.59,553,648,446,599,OPEN,11.13,20.68,5699.49,0.39,-1.82,0.21,-0.01,-0.002,1.91,27.705225,85.329225,5699.49
453,2025-05-13,14:00:22.600,226100000,00453,11.977,0.508,36.59,553,648,446,599,OPEN,11.13,20.68,5727.28,0.39,-1.82,0.21,-0.01,-0.002,1.91,27.705226,85.329226,5727.28
454,2025-05-13,14:00:22.650,226600000,00454,11.977,0.508,36.59,553,648,446,599,OPEN,11.13,20.68,5755.15,0.38,-1.82,0.21,-0.01,-0.002,1.91,27.705226,85.329226,5755.15
455,2025-05-13,14:00:22.700,227100000,00455,11.977,0.508,36.59,553,648,446,599,OPEN,11.13,20.68,5783.09,0.38,-1.82,0.21,-0.01,-0.002,1.91,27.705227,85.329227,5783.09
456,2025-05-13,14:00:22.750,227600000,00456,11.977,0.508,36.59,553,648,446,599,OPEN,11.14,20.68,5811.1,0.38,-1.83,0.21,-0.01,-0.002,1.9,27.705227,85.329227,5811.1
457,2025-05-13,14:00:22.800,228100000,00457,11.977,0.508,36.59,553,648,446,599,OPEN,11.14,20.68,5839.19,0.38,-1.83,0.21,-0.01,-0.002,1.9,27.705228,85.329228,5839.19
458,2025-05-13,14:00:22.850,228600000,00458,11.977,0.508,36.59,553,648,446,599,OPEN,11.14,20.69,5867.35,0.38,-1.83,0.21,-0.01,-0.001,1.9,27.705228,85.329228,5867.35
459,2025-05-13,14:00:22.900,229100000,00459,11.977,0.508,36.59,553,648,446,599,OPEN,11.14,20.69,5895.58,0.38,-1.84,0.21,-0.01,-0.001,1.9,27.705229,85.329229,5895.58
460,2025-05-13,14:00:22.950,229600000,00460,11.977,0.507,36.59,553,648,446,599,OPEN,11.15,20.69,5923.89,0.37,-1.84,0.21,-0.01,-0.001,1.9,27.705229,85.329229,5923.89
461,2025-05-13,14:00:23.000,230100000,00461,11.977,0.507,36.59,553,648,446,599,OPEN,11.15,20.69,5952.27,0.37,-1.84,0.2,-0.01,-0.001,1.89,27.70523,85.32923,5952.27
462,2025-05-13,14:00:23.050,230600000,00462,11.977,0.507,36.59,553,647,446,599,OPEN,11.15,20.69,5980.73,0.37,-1.85,0.2,-0.01,-0.001,1.89,27.70523,85.32923,5980.73
463,2025-05-13,14:00:23.100,231100000,00463,11.977,0.507,36.59,553,647,446,599,OPEN,11.15,20.69,6009.26,0.37,-1.85,0.2,-0.01,-0.001,1.89,27.705231,85.329231,6009.26
464,2025-05-13,14:00:23.150,231600000,00464,11.977,0.507,36.59,553,647,446,599,OPEN,11.16,20.69,6037.86,0.37,-1.85,0.2,-0.01,-0.001,1.89,27.705232,85.329231,6037.86
465,2025-05-13,14:00:23.200,232100000,00465,11.977,0.507,36.59,553,647,446,599,OPEN,11.16,20.7,6066.54,0.37,-1.86,0.2,-0.01,-0.001,1.89,27.705232,85.329232,6066.54
466,2025-05-13,14:00:23.250,232600000,00466,11.977,0.507,36.59,553,647,446,599,OPEN,11.16,20.7,6095.3,0.36,-1.86,0.2,-0.01,-0.001,1.88,27.705232,85.329232,6095.3
467,2025-05-13,14:00:23.300,233100000,00467,11.977,0.507,36.59,553,647,446,599,OPEN,11.16,20.7,6124.12,0.36,-1.86,0.2,-0.01,-0.001,1.88,27.705233,85.329233,6124.12
468,2025-05-13,14:00:23.350,233600000,00468,11.977,0.507,36.59,553,647,446,599,OPEN,11.17,20.7,6153.03,0.36,-1.87,0.2,-0.01,-0.0,1.88,27.705233,85.329233,6153.03
469,2025-05-13,14:00:23.400,234100000,00469,11.977,0.507,36.59,553,647,446,599,OPEN,11.17,20.7,6182.0,0.36,-1.87,0.2,-0.01,-0.0,1.88,27.705234,85.329234,6182.0
470,2025-05-13,14:00:23.450,234600000,00470,11.977,0.507,36.59,553,647,446,599,OPEN,11.17,20.7,6211.05,0.36,-1.87,0.19,-0.01,-0.0,1.88,27.705234,85.329234,6211.05
471,2025-05-13,14:00:23.500,235100000,00471,11.976,0.507,36.59,553,647,446,599,OPEN,11.18,20.7,6240.18,0.36,-1.87,0.19,-0.01,-0.0,1.88,27.705235,85.329235,6240.18
472,2025-05-13,14:00:23.550,235600000,00472,11.976,0.507,36.59,553,647,446,599,OPEN,11.18,20.71,6269.38,0.35,-1.88,0.19,-0.01,-0.0,1.87,27.705235,85.329235,6269.38
473,2025-05-13,14:00:23.600,236100000,00473,11.976,0.507,36.59,553,647,446,600,OPEN,11.18,20.71,6298.65,0.35,-1.88,0.19,-0.01,0.0,1.87,27.705236,85.329236,6298.65
474,2025-05-13,14:00:23.650,236600000,00474,11.976,0.507,36.59,553,647,446,600,OPEN,11.18,20.71,6328.0,0.35,-1.88,0.19,-0.01,0.0,1.87,27.705236,85.329236,6328.0
475,2025-05-13,14:00:23.700,237100000,00475,11.976,0.507,36.59,553,647,446,600,OPEN,11.19,20.71,6357.43,0.35,-1.89,0.19,-0.01,0.0,1.87,27.705237,85.329237,6357.43
476,2025-05-13,14:00:23.750,237600000,00476,11.976,0.507,36.59,553,647,446,600,OPEN,11.19,20.71,6386.92,0.35,-1.89,0.19,-0.01,0.0,1.87,27.705237,85.329237,6386.92
477,2025-05-13,14:00:23.800,238100000,00477,11.976,0.507,36.59,553,647,446,600,OPEN,11.19,20.71,6416.5,0.35,-1.89,0.19,-0.01,0.0,1.86,27.705238,85.329238,6416.5
478,2025-05-13,14:00:23.850,238600000,00478,11.976,0.507,36.59,553,647,446,600,OPEN,11.19,20.72,6446.14,0.34,-1.9,0.18,-0.01,0.001,1.86,27.705238,85.329238,6446.14
479,2025-05-13,14:00:23.900,239100000,00479,11.976,0.507,36.59,553,647,446,600,OPEN,11.2,20.72,6475.86,0.34,-1.9,0.18,-0.01,0.001,1.86,27.705239,85.329239,6475.86
480,2025-05-13,14:00:23.950,239600000,00480,11.976,0.507,36.59,553,647,446,600,OPEN,11.2,20.72,6505.66,0.34,-1.9,0.18,-0.01,0.001,1.86,27.705239,85.329239,6505.66
481,2025-05-13,14:00:24.000,240100000,00481,11.976,0.507,36.59,553,647,446,600,OPEN,11.2,20.72,6535.53,0.34,-1.91,0.18,-0.01,0.001,1.86,27.70524,85.32924,6535.53
